Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-02-09,S002,P0069,Clothing,South,188,120,119,136.32,51.59,10,Rainy,0,49.6,Winter
2022-02-09,S002,P0125,Clothing,West,165,128,146,125.38,66.4,20,Snowy,0,66.83,Winter
2022-02-09,S002,P0017,Toys,North,86,47,53,64.72,50.5,5,Cloudy,0,51.36,Winter
2022-02-09,S002,P0149,Furniture,South,163,75,78,94.15,65.07,5,Cloudy,0,64.72,Winter
2022-02-09,S002,P0094,Groceries,East,87,61,63,71.04,77.77,0,Sunny,0,72.3,Winter
2022-02-09,S002,P0066,Clothing,North,107,75,63,79.98,49.34,0,Snowy,0,50.32,Winter
2022-02-09,S002,P0061,Clothing,East,136,136,136,192.89,99.03,10,Rainy,0,98.37,Winter
2022-02-09,S002,P0085,Electronics,North,170,81,77,85.0,30.51,20,Rainy,0,30.11,Winter
2022-02-09,S002,P0068,Electronics,East,141,49,47,46.26,87.47,0,Sunny,0,83.39,Winter
2022-02-09,S002,P0126,Clothing,West,180,194,164,179.28,66.67,15,Rainy,0,70.25,Winter
2022-02-09,S002,P0133,Clothing,West,158,133,132,175.3,67.29,0,Rainy,1,62.78,Winter
2022-02-09,S003,P0096,Toys,South,166,121,109,153.98,96.49,0,Sunny,0,96.27,Winter
2022-02-09,S003,P0016,Clothing,East,231,147,144,197.27,51.38,10,Snowy,0,51.66,Winter
2022-02-09,S003,P0031,Electronics,West,81,49,54,62.26,97.64,15,Snowy,0,98.77,Winter
2022-02-09,S003,P0159,Electronics,West,224,145,125,147.75,14.09,10,Snowy,0,15.12,Winter
2022-02-09,S003,P0129,Furniture,East,75,52,48,51.33,58.42,5,Cloudy,1,63.95,Winter
2022-02-09,S003,P0116,Furniture,North,147,128,110,118.98,40.61,5,Cloudy,0,37.52,Winter
2022-02-09,S003,P0070,Electronics,North,140,80,67,79.12,60.64,20,Rainy,0,61.96,Winter
2022-02-09,S003,P0171,Electronics,West,207,117,116,112.83,36.72,5,Rainy,0,33.98,Winter
2022-02-09,S003,P0175,Electronics,East,116,81,86,88.68,64.35,0,Sunny,0,60.76,Winter
2022-02-09,S003,P0046,Clothing,West,207,114,108,124.17,34.18,20,Sunny,0,31.72,Winter
2022-02-09,S003,P0067,Furniture,North,97,48,50,68.77,78.7,20,Rainy,0,86.03,Winter
2022-02-09,S003,P0183,Electronics,East,219,159,128,151.96,26.34,15,Sunny,0,28.24,Winter
2022-02-09,S003,P0166,Groceries,East,153,105,90,98.92,70.81,15,Cloudy,0,65.33,Winter
2022-02-09,S003,P0079,Furniture,North,125,74,72,97.39,93.31,0,Rainy,1,94.23,Winter
2022-02-09,S003,P0187,Clothing,East,111,104,102,109.56,97.65,10,Rainy,0,93.73,Winter
2022-02-09,S003,P0178,Clothing,South,186,121,124,146.24,44.22,15,Rainy,0,46.17,Winter
2022-02-09,S003,P0057,Clothing,West,179,96,108,101.45,12.77,20,Cloudy,0,12.86,Winter
2022-02-09,S003,P0153,Furniture,East,92,97,91,123.25,94.05,10,Cloudy,0,89.53,Winter
2022-02-09,S003,P0083,Toys,West,197,105,116,97.4,46.94,0,Snowy,1,43.44,Winter
2022-02-09,S003,P0069,Clothing,East,191,160,174,150.81,18.08,15,Cloudy,0,16.67,Winter
2022-02-09,S003,P0125,Clothing,South,208,147,169,164.65,18.95,5,Cloudy,0,19.38,Winter
2022-02-09,S003,P0017,Toys,South,212,137,128,144.42,90.29,15,Cloudy,0,84.12,Winter
2022-02-09,S003,P0149,Furniture,West,162,95,99,104.34,72.45,0,Cloudy,0,66.29,Winter
2022-02-09,S003,P0094,Groceries,South,154,74,76,85.29,64.52,10,Snowy,1,60.47,Winter
2022-02-09,S003,P0066,Clothing,North,213,138,160,157.73,77.01,15,Rainy,0,79.21,Winter
2022-02-09,S003,P0061,Clothing,South,171,115,113,139.44,97.84,0,Snowy,0,90.81,Winter
2022-02-09,S003,P0085,Electronics,North,95,62,57,64.6,54.97,15,Rainy,0,58.69,Winter
2022-02-09,S003,P0068,Electronics,South,195,121,143,116.34,75.13,0,Snowy,0,72.31,Winter
2022-02-09,S003,P0126,Clothing,South,162,119,136,136.32,40.63,0,Sunny,0,38.34,Winter
2022-02-09,S003,P0133,Clothing,West,131,101,115,140.62,56.91,5,Snowy,0,52.13,Winter
2022-02-09,S004,P0096,Toys,West,82,45,40,63.13,85.89,10,Snowy,0,91.43,Winter
2022-02-09,S004,P0016,Clothing,West,124,145,118,181.14,50.26,0,Cloudy,0,49.6,Winter
2022-02-09,S004,P0031,Electronics,East,58,48,49,52.96,43.94,10,Rainy,0,41.9,Winter
2022-02-09,S004,P0159,Electronics,West,142,93,85,86.05,17.1,10,Snowy,0,16.47,Winter
2022-02-09,S004,P0129,Furniture,North,193,148,136,146.09,82.28,0,Rainy,1,76.94,Winter
2022-02-09,S004,P0116,Furniture,East,71,79,68,85.11,16.4,15,Snowy,0,17.09,Winter
2022-02-09,S004,P0070,Electronics,East,133,58,54,54.36,32.48,10,Cloudy,0,31.77,Winter
2022-02-09,S004,P0171,Electronics,North,84,67,53,63.14,28.99,20,Rainy,1,27.62,Winter
2022-02-09,S004,P0175,Electronics,West,105,66,61,74.35,66.74,10,Rainy,0,61.69,Winter
2022-02-09,S004,P0046,Clothing,East,200,206,185,281.58,25.79,5,Snowy,1,27.85,Winter
2022-02-09,S004,P0067,Furniture,West,87,91,86,84.06,22.81,0,Cloudy,0,21.08,Winter
2022-02-09,S004,P0183,Electronics,North,80,65,59,77.44,78.07,10,Cloudy,0,76.43,Winter
2022-02-09,S004,P0166,Groceries,West,113,58,58,62.17,55.39,5,Cloudy,0,58.18,Winter
2022-02-09,S004,P0079,Furniture,West,210,159,182,199.9,44.26,10,Snowy,1,40.84,Winter
2022-02-09,S004,P0187,Clothing,North,224,163,146,222.24,31.77,10,Rainy,1,29.79,Winter
2022-02-09,S004,P0178,Clothing,West,94,81,79,92.27,29.46,15,Snowy,0,28.08,Winter
2022-02-09,S004,P0057,Clothing,North,239,125,145,166.3,58.95,10,Snowy,1,57.37,Winter
2022-02-09,S004,P0153,Furniture,West,145,83,82,110.17,43.48,0,Snowy,0,42.22,Winter
2022-02-09,S004,P0083,Toys,East,128,74,82,76.73,17.16,10,Rainy,0,16.77,Winter
2022-02-09,S004,P0069,Clothing,South,224,149,176,183.8,57.67,0,Cloudy,1,63.39,Winter
2022-02-09,S004,P0125,Clothing,South,292,206,196,219.08,70.47,0,Sunny,0,65.79,Winter
2022-02-09,S004,P0017,Toys,South,208,108,116,151.11,35.41,10,Snowy,1,36.0,Winter
2022-02-09,S004,P0149,Furniture,South,219,114,124,155.09,11.1,10,Rainy,1,10.53,Winter
2022-02-09,S004,P0094,Groceries,East,178,78,82,86.42,59.16,15,Snowy,0,62.85,Winter
2022-02-09,S004,P0066,Clothing,East,132,68,72,96.7,43.87,0,Rainy,0,39.92,Winter
2022-02-09,S004,P0061,Clothing,North,163,100,91,110.19,44.0,0,Rainy,0,41.24,Winter
2022-02-09,S004,P0085,Electronics,North,161,115,92,135.5,80.34,5,Sunny,0,75.42,Winter
2022-02-09,S004,P0068,Electronics,West,61,26,20,36.69,73.66,10,Sunny,0,69.7,Winter
2022-02-09,S004,P0126,Clothing,South,160,108,121,137.27,47.86,5,Rainy,1,45.23,Winter
2022-02-09,S004,P0133,Clothing,South,195,102,120,124.62,81.75,20,Rainy,0,89.07,Winter
2022-02-09,S005,P0096,Toys,East,158,118,134,114.06,55.88,5,Snowy,0,61.43,Winter
2022-02-09,S005,P0016,Clothing,North,182,128,117,152.67,18.8,20,Sunny,0,18.73,Winter
2022-02-09,S005,P0031,Electronics,North,107,70,72,82.45,76.54,15,Rainy,0,71.49,Winter
2022-02-09,S005,P0159,Electronics,East,76,54,44,66.66,65.36,5,Rainy,0,61.05,Winter
2022-02-09,S005,P0129,Furniture,East,171,82,82,76.0,30.59,5,Cloudy,0,29.26,Winter
2022-02-09,S005,P0116,Furniture,South,175,125,105,153.82,89.73,0,Sunny,0,90.6,Winter
2022-02-09,S005,P0070,Electronics,West,162,105,124,105.33,38.42,5,Cloudy,0,38.7,Winter
2022-02-09,S005,P0171,Electronics,West,123,61,62,75.66,95.89,0,Rainy,0,100.36,Winter
2022-02-09,S005,P0175,Electronics,West,126,96,106,114.77,58.67,20,Cloudy,1,59.99,Winter
2022-02-09,S005,P0046,Clothing,North,96,91,92,102.75,48.95,20,Snowy,0,44.73,Winter
2022-02-09,S005,P0067,Furniture,North,139,83,71,86.53,73.89,10,Sunny,1,68.13,Winter
2022-02-09,S005,P0183,Electronics,West,142,66,74,77.28,99.13,10,Rainy,1,90.38,Winter
2022-02-09,S005,P0166,Groceries,North,200,147,140,137.51,36.11,10,Snowy,0,34.46,Winter
2022-02-09,S005,P0079,Furniture,North,121,62,69,81.0,84.08,5,Snowy,0,91.15,Winter
2022-02-09,S005,P0187,Clothing,South,130,96,89,120.58,92.47,10,Cloudy,0,96.06,Winter
2022-02-09,S005,P0178,Clothing,East,233,133,147,160.74,94.69,20,Cloudy,0,95.54,Winter
2022-02-09,S005,P0057,Clothing,East,182,114,117,146.05,32.71,10,Cloudy,1,31.41,Winter
2022-02-09,S005,P0153,Furniture,East,88,67,56,86.29,25.02,0,Cloudy,0,26.52,Winter
2022-02-09,S005,P0083,Toys,West,218,166,139,159.17,91.21,10,Snowy,0,92.62,Winter
2022-02-09,S005,P0069,Clothing,East,185,140,128,171.61,64.66,0,Sunny,1,59.53,Winter
2022-02-09,S005,P0125,Clothing,South,155,84,77,110.78,72.3,5,Sunny,0,77.45,Winter
2022-02-09,S005,P0017,Toys,South,139,55,57,54.05,88.86,0,Snowy,0,93.79,Winter
2022-02-09,S005,P0149,Furniture,West,143,56,60,56.15,14.68,0,Sunny,1,13.59,Winter
2022-02-09,S005,P0094,Groceries,East,97,27,25,28.74,74.11,0,Cloudy,0,79.58,Winter
2022-02-09,S005,P0066,Clothing,East,84,69,67,97.63,83.94,15,Rainy,0,76.83,Winter
2022-02-09,S005,P0061,Clothing,East,206,171,180,173.52,76.94,0,Rainy,0,82.27,Winter
2022-02-09,S005,P0085,Electronics,South,115,63,56,89.29,38.92,0,Rainy,0,40.04,Winter
2022-02-09,S005,P0068,Electronics,North,91,65,77,83.28,65.79,10,Cloudy,1,67.31,Winter
2022-02-09,S005,P0126,Clothing,North,264,192,229,180.77,15.63,0,Rainy,1,14.67,Winter
2022-02-09,S005,P0133,Clothing,West,101,66,64,75.31,92.93,20,Rainy,1,98.82,Winter
2022-02-10,S001,P0096,Toys,West,131,44,52,57.26,93.55,10,Snowy,0,92.24,Winter
2022-02-10,S001,P0016,Clothing,North,107,20,21,27.94,22.39,5,Rainy,1,23.43,Winter
2022-02-10,S001,P0031,Electronics,East,92,80,75,107.71,70.27,10,Rainy,0,73.7,Winter
2022-02-10,S001,P0159,Electronics,West,93,95,85,105.24,13.38,0,Snowy,0,12.8,Winter
2022-02-10,S001,P0129,Furniture,West,116,65,55,88.03,49.28,10,Snowy,0,51.18,Winter
2022-02-10,S001,P0116,Furniture,East,148,87,95,99.13,80.15,15,Snowy,0,85.84,Winter
2022-02-10,S001,P0070,Electronics,East,162,104,106,118.22,87.35,10,Cloudy,0,83.27,Winter
2022-02-10,S001,P0171,Electronics,West,125,91,79,117.92,87.19,15,Cloudy,0,87.81,Winter
2022-02-10,S001,P0175,Electronics,South,93,78,88,82.62,77.09,5,Cloudy,0,75.21,Winter
2022-02-10,S001,P0046,Clothing,West,154,104,114,129.22,28.25,10,Snowy,0,28.17,Winter
2022-02-10,S001,P0067,Furniture,West,105,88,101,113.87,54.26,10,Sunny,0,51.58,Winter
2022-02-10,S001,P0183,Electronics,West,58,50,48,58.34,71.11,10,Sunny,0,67.02,Winter
2022-02-10,S001,P0166,Groceries,South,47,22,21,21.35,36.3,15,Rainy,0,39.26,Winter
2022-02-10,S001,P0079,Furniture,East,185,113,116,110.91,22.97,10,Rainy,0,20.93,Winter
2022-02-10,S001,P0187,Clothing,North,201,133,145,163.46,10.15,10,Snowy,0,9.44,Winter
2022-02-10,S001,P0178,Clothing,East,328,240,259,223.28,23.52,0,Rainy,0,24.57,Winter
2022-02-10,S001,P0057,Clothing,North,171,199,160,213.36,22.93,0,Cloudy,0,22.48,Winter
2022-02-10,S001,P0153,Furniture,West,124,117,104,111.03,43.89,10,Sunny,0,43.01,Winter
2022-02-10,S001,P0083,Toys,North,108,102,90,122.25,99.61,10,Cloudy,0,93.05,Winter
2022-02-10,S001,P0069,Clothing,West,173,84,74,107.51,95.51,5,Rainy,0,103.69,Winter
2022-02-10,S001,P0125,Clothing,West,144,96,79,120.8,55.41,5,Cloudy,0,58.39,Winter
2022-02-10,S001,P0017,Toys,West,197,169,191,172.93,16.47,10,Rainy,1,17.84,Winter
2022-02-10,S001,P0149,Furniture,North,132,91,86,108.76,60.43,0,Rainy,0,61.0,Winter
2022-02-10,S001,P0094,Groceries,East,198,99,100,132.5,56.28,15,Cloudy,0,55.42,Winter
2022-02-10,S001,P0066,Clothing,East,192,137,133,162.08,59.59,0,Sunny,0,65.07,Winter
2022-02-10,S001,P0061,Clothing,West,193,121,103,151.08,29.67,20,Sunny,0,27.62,Winter
2022-02-10,S001,P0085,Electronics,East,181,85,85,90.33,98.6,0,Snowy,1,89.96,Winter
2022-02-10,S001,P0068,Electronics,West,165,98,102,117.32,64.78,0,Snowy,0,60.17,Winter
2022-02-10,S001,P0126,Clothing,East,96,93,83,110.48,31.54,15,Rainy,0,29.25,Winter
2022-02-10,S001,P0133,Clothing,North,192,125,133,146.43,66.01,10,Cloudy,0,68.69,Winter
2022-02-10,S002,P0096,Toys,West,183,118,125,114.54,64.78,0,Sunny,0,67.01,Winter
2022-02-10,S002,P0016,Clothing,East,160,81,95,74.6,20.56,20,Sunny,0,20.99,Winter
2022-02-10,S002,P0031,Electronics,East,146,83,94,102.95,25.61,10,Cloudy,0,25.35,Winter
2022-02-10,S002,P0159,Electronics,West,100,48,46,48.39,78.53,0,Snowy,0,75.47,Winter
2022-02-10,S002,P0129,Furniture,North,275,154,179,161.18,61.62,10,Cloudy,0,61.31,Winter
2022-02-10,S002,P0116,Furniture,West,84,61,66,87.1,85.58,10,Sunny,0,91.56,Winter
2022-02-10,S002,P0070,Electronics,East,189,103,103,105.47,88.4,0,Sunny,0,82.29,Winter
2022-02-10,S002,P0171,Electronics,West,90,101,81,110.24,54.98,10,Sunny,0,59.24,Winter
2022-02-10,S002,P0175,Electronics,East,105,82,95,107.14,60.43,10,Sunny,0,66.37,Winter
2022-02-10,S002,P0046,Clothing,North,132,108,106,123.09,16.37,0,Sunny,0,17.36,Winter
2022-02-10,S002,P0067,Furniture,East,88,43,49,47.76,12.2,20,Sunny,0,13.38,Winter
2022-02-10,S002,P0183,Electronics,South,89,56,65,64.78,74.83,10,Sunny,0,72.7,Winter
2022-02-10,S002,P0166,Groceries,East,98,84,88,81.03,74.29,10,Rainy,0,78.06,Winter
2022-02-10,S002,P0079,Furniture,South,217,115,122,111.92,29.6,5,Sunny,1,29.57,Winter
2022-02-10,S002,P0187,Clothing,North,254,198,228,202.92,55.29,10,Snowy,0,58.24,Winter
2022-02-10,S002,P0178,Clothing,North,95,88,75,81.29,88.36,15,Snowy,0,85.23,Winter
2022-02-10,S002,P0057,Clothing,West,144,137,129,146.89,88.48,5,Snowy,0,79.96,Winter
2022-02-10,S002,P0153,Furniture,West,237,148,160,176.43,82.05,10,Cloudy,0,78.36,Winter
2022-02-10,S002,P0083,Toys,East,191,121,121,136.34,34.14,5,Sunny,0,32.22,Winter
2022-02-10,S002,P0069,Clothing,South,230,197,229,183.46,63.9,15,Cloudy,1,59.87,Winter
2022-02-10,S002,P0125,Clothing,West,217,170,189,177.26,48.61,0,Rainy,0,53.47,Winter
2022-02-10,S002,P0017,Toys,North,145,56,46,68.97,72.13,10,Sunny,0,71.62,Winter
2022-02-10,S002,P0149,Furniture,West,231,162,156,153.33,78.31,5,Sunny,1,75.87,Winter
2022-02-10,S002,P0094,Groceries,West,168,83,86,115.18,28.76,10,Sunny,0,30.45,Winter
2022-02-10,S002,P0066,Clothing,East,133,154,129,173.6,98.24,20,Rainy,0,97.41,Winter
2022-02-10,S002,P0061,Clothing,East,246,145,163,162.56,15.35,5,Rainy,1,15.86,Winter
2022-02-10,S002,P0085,Electronics,East,133,94,97,90.21,47.71,15,Cloudy,0,47.14,Winter
2022-02-10,S002,P0068,Electronics,North,141,77,65,99.96,85.31,5,Rainy,0,92.98,Winter
2022-02-10,S002,P0126,Clothing,West,183,116,99,144.59,40.99,10,Rainy,0,44.91,Winter
2022-02-10,S002,P0133,Clothing,South,141,102,111,123.08,60.69,20,Sunny,0,63.0,Winter
2022-02-10,S003,P0096,Toys,West,182,110,104,105.71,91.02,20,Sunny,0,87.79,Winter
2022-02-10,S003,P0016,Clothing,East,339,244,290,223.73,90.16,20,Sunny,0,85.91,Winter
2022-02-10,S003,P0031,Electronics,East,106,98,82,92.48,45.21,15,Rainy,0,43.71,Winter
2022-02-10,S003,P0159,Electronics,East,157,72,72,93.13,58.62,0,Snowy,1,53.27,Winter
2022-02-10,S003,P0129,Furniture,North,164,138,151,153.59,26.32,10,Cloudy,0,28.36,Winter
2022-02-10,S003,P0116,Furniture,West,41,48,41,44.9,31.39,15,Snowy,0,30.18,Winter
2022-02-10,S003,P0070,Electronics,North,79,42,34,56.56,45.41,10,Rainy,0,47.03,Winter
2022-02-10,S003,P0171,Electronics,West,182,107,118,110.9,79.89,10,Cloudy,0,73.88,Winter
2022-02-10,S003,P0175,Electronics,South,161,81,75,97.19,49.43,10,Snowy,0,46.94,Winter
2022-02-10,S003,P0046,Clothing,East,162,161,132,175.39,31.64,0,Sunny,0,30.94,Winter
2022-02-10,S003,P0067,Furniture,North,172,105,103,111.61,18.89,10,Snowy,1,18.18,Winter
2022-02-10,S003,P0183,Electronics,East,197,98,101,117.05,84.85,0,Cloudy,1,87.47,Winter
2022-02-10,S003,P0166,Groceries,East,120,102,84,133.39,59.89,10,Rainy,0,59.49,Winter
2022-02-10,S003,P0079,Furniture,West,89,95,87,104.29,88.29,0,Snowy,0,96.87,Winter
2022-02-10,S003,P0187,Clothing,East,110,130,105,179.06,75.13,15,Rainy,0,75.06,Winter
2022-02-10,S003,P0178,Clothing,North,179,129,152,145.81,41.21,10,Cloudy,0,40.97,Winter
2022-02-10,S003,P0057,Clothing,South,125,125,124,115.26,93.2,10,Rainy,1,95.38,Winter
2022-02-10,S003,P0153,Furniture,South,134,99,111,131.01,96.02,0,Sunny,0,101.03,Winter
2022-02-10,S003,P0083,Toys,South,173,175,157,162.05,99.39,0,Rainy,0,101.79,Winter
2022-02-10,S003,P0069,Clothing,South,240,170,198,193.05,29.08,0,Snowy,0,29.96,Winter
2022-02-10,S003,P0125,Clothing,South,212,137,114,173.67,24.51,0,Sunny,0,26.81,Winter
2022-02-10,S003,P0017,Toys,East,115,77,80,101.33,55.33,10,Rainy,0,57.39,Winter
2022-02-10,S003,P0149,Furniture,West,174,137,119,134.56,66.8,5,Cloudy,0,71.51,Winter
2022-02-10,S003,P0094,Groceries,South,133,93,78,129.57,38.32,0,Snowy,0,39.36,Winter
2022-02-10,S003,P0066,Clothing,West,116,117,114,112.15,37.19,10,Rainy,0,39.85,Winter
2022-02-10,S003,P0061,Clothing,North,154,72,67,89.39,24.88,0,Cloudy,0,24.7,Winter
2022-02-10,S003,P0085,Electronics,West,123,73,66,67.94,29.14,15,Sunny,0,28.77,Winter
2022-02-10,S003,P0068,Electronics,West,103,80,73,85.49,93.58,15,Rainy,0,88.89,Winter
2022-02-10,S003,P0126,Clothing,North,141,153,136,171.05,45.25,0,Snowy,0,44.11,Winter
2022-02-10,S003,P0133,Clothing,South,134,82,85,112.32,41.66,10,Cloudy,0,42.66,Winter
2022-02-10,S004,P0096,Toys,North,186,100,96,99.66,92.96,10,Rainy,0,84.56,Winter
2022-02-10,S004,P0016,Clothing,South,178,86,95,93.88,22.99,10,Rainy,0,21.51,Winter
2022-02-10,S004,P0031,Electronics,North,170,150,147,140.82,37.45,10,Snowy,0,37.54,Winter
2022-02-10,S004,P0159,Electronics,East,118,22,23,21.16,49.76,5,Snowy,0,45.58,Winter
2022-02-10,S004,P0129,Furniture,West,189,125,139,145.48,93.77,20,Snowy,0,102.63,Winter
2022-02-10,S004,P0116,Furniture,South,202,110,119,105.27,92.97,0,Snowy,0,88.71,Winter
2022-02-10,S004,P0070,Electronics,North,57,49,52,67.66,85.81,15,Snowy,0,89.24,Winter
2022-02-10,S004,P0171,Electronics,East,192,111,110,107.65,25.86,0,Cloudy,0,26.22,Winter
2022-02-10,S004,P0175,Electronics,West,135,92,87,104.4,94.46,0,Rainy,0,95.62,Winter
2022-02-10,S004,P0046,Clothing,East,277,202,179,195.49,87.28,10,Snowy,0,83.04,Winter
2022-02-10,S004,P0067,Furniture,North,196,97,113,126.24,37.73,5,Rainy,0,35.26,Winter
2022-02-10,S004,P0183,Electronics,West,111,99,83,122.65,90.44,20,Rainy,1,82.89,Winter
2022-02-10,S004,P0166,Groceries,North,153,101,93,126.46,20.1,5,Sunny,0,20.95,Winter
2022-02-10,S004,P0079,Furniture,West,72,51,57,59.35,45.4,0,Cloudy,0,42.25,Winter
2022-02-10,S004,P0187,Clothing,South,257,172,193,197.8,50.38,0,Cloudy,0,53.15,Winter
2022-02-10,S004,P0178,Clothing,East,227,136,140,186.85,20.47,0,Rainy,1,18.77,Winter
2022-02-10,S004,P0057,Clothing,South,193,113,129,141.36,20.86,10,Sunny,0,20.77,Winter
2022-02-10,S004,P0153,Furniture,East,39,22,20,22.73,57.48,5,Sunny,0,62.38,Winter
2022-02-10,S004,P0083,Toys,South,129,68,73,82.05,73.5,20,Cloudy,0,73.93,Winter
2022-02-10,S004,P0069,Clothing,West,197,140,126,136.09,27.27,15,Cloudy,0,28.34,Winter
2022-02-10,S004,P0125,Clothing,West,177,131,120,159.75,82.97,15,Cloudy,0,90.63,Winter
2022-02-10,S004,P0017,Toys,North,207,119,137,108.96,53.53,10,Snowy,0,51.06,Winter
2022-02-10,S004,P0149,Furniture,West,173,167,164,157.17,80.52,20,Sunny,0,88.48,Winter
2022-02-10,S004,P0094,Groceries,West,170,92,101,104.96,44.45,0,Snowy,0,48.21,Winter
2022-02-10,S004,P0066,Clothing,West,151,154,126,185.25,92.43,15,Sunny,0,83.94,Winter
2022-02-10,S004,P0061,Clothing,South,356,277,268,270.79,53.0,10,Rainy,1,48.12,Winter
2022-02-10,S004,P0085,Electronics,North,98,75,62,84.96,45.2,10,Cloudy,0,44.75,Winter
2022-02-10,S004,P0068,Electronics,East,184,97,101,105.66,40.19,10,Snowy,0,40.86,Winter
2022-02-10,S004,P0126,Clothing,West,191,138,126,127.06,25.52,20,Rainy,0,26.95,Winter
2022-02-10,S004,P0133,Clothing,West,182,100,84,143.18,64.37,10,Sunny,0,66.54,Winter
2022-02-10,S005,P0096,Toys,South,134,60,58,72.2,75.17,5,Cloudy,0,75.27,Winter
2022-02-10,S005,P0016,Clothing,West,116,130,109,139.23,89.77,10,Cloudy,0,87.24,Winter
2022-02-10,S005,P0031,Electronics,South,112,100,98,115.68,22.75,0,Cloudy,0,20.58,Winter
2022-02-10,S005,P0159,Electronics,East,166,77,81,87.93,87.87,20,Rainy,0,95.19,Winter
2022-02-10,S005,P0129,Furniture,North,130,82,91,95.12,84.45,0,Sunny,0,87.81,Winter
2022-02-10,S005,P0116,Furniture,East,192,155,136,148.32,61.54,20,Snowy,0,67.12,Winter
2022-02-10,S005,P0070,Electronics,East,118,118,117,136.88,76.22,0,Snowy,0,70.09,Winter
2022-02-10,S005,P0171,Electronics,East,123,87,92,80.48,96.39,0,Rainy,0,97.96,Winter
2022-02-10,S005,P0175,Electronics,South,159,89,92,102.74,98.05,5,Cloudy,0,107.37,Winter
2022-02-10,S005,P0046,Clothing,North,119,100,103,94.08,33.16,0,Cloudy,0,35.72,Winter
2022-02-10,S005,P0067,Furniture,North,109,111,108,107.3,29.76,15,Sunny,1,28.56,Winter
2022-02-10,S005,P0183,Electronics,North,254,160,167,167.24,48.6,5,Sunny,0,52.51,Winter
2022-02-10,S005,P0166,Groceries,South,117,90,73,85.77,98.4,20,Snowy,0,107.36,Winter
2022-02-10,S005,P0079,Furniture,North,180,102,114,106.67,12.05,15,Snowy,0,12.91,Winter
2022-02-10,S005,P0187,Clothing,West,160,82,97,115.9,30.18,10,Sunny,1,30.97,Winter
2022-02-10,S005,P0178,Clothing,East,153,123,119,150.75,66.76,5,Cloudy,0,64.1,Winter
2022-02-10,S005,P0057,Clothing,South,232,152,176,139.77,17.69,5,Cloudy,0,19.07,Winter
2022-02-10,S005,P0153,Furniture,East,132,99,96,141.51,22.2,0,Sunny,1,24.1,Winter
2022-02-10,S005,P0083,Toys,North,147,113,112,143.68,59.53,0,Snowy,0,64.93,Winter
2022-02-10,S005,P0069,Clothing,West,165,84,86,111.38,50.66,0,Rainy,0,46.1,Winter
2022-02-10,S005,P0125,Clothing,South,147,103,92,135.04,65.81,0,Cloudy,0,64.18,Winter
2022-02-10,S005,P0017,Toys,West,80,54,49,77.09,29.91,0,Sunny,0,27.53,Winter
2022-02-10,S005,P0149,Furniture,South,133,141,133,134.38,51.81,10,Rainy,0,56.39,Winter
2022-02-10,S005,P0094,Groceries,East,104,105,98,124.15,23.9,10,Rainy,0,22.25,Winter
2022-02-10,S005,P0066,Clothing,North,98,61,58,70.52,63.89,15,Sunny,0,63.0,Winter
2022-02-10,S005,P0061,Clothing,West,185,146,167,134.3,49.27,10,Snowy,0,47.98,Winter
2022-02-10,S005,P0085,Electronics,East,206,118,114,127.46,67.05,5,Snowy,0,62.24,Winter
2022-02-10,S005,P0068,Electronics,South,98,67,67,77.26,23.3,0,Cloudy,0,23.6,Winter
2022-02-10,S005,P0126,Clothing,East,209,133,133,147.81,41.9,10,Snowy,0,44.19,Winter
2022-02-10,S005,P0133,Clothing,West,162,148,137,167.91,52.48,0,Snowy,1,51.6,Winter
2022-02-11,S001,P0096,Toys,North,129,119,120,143.66,67.41,15,Cloudy,0,72.69,Winter
2022-02-11,S001,P0016,Clothing,North,306,203,221,219.12,31.54,0,Cloudy,1,32.64,Winter
2022-02-11,S001,P0031,Electronics,East,96,68,59,95.33,69.18,10,Sunny,1,64.5,Winter
2022-02-11,S001,P0159,Electronics,West,110,70,57,93.72,43.62,20,Cloudy,0,45.63,Winter
2022-02-11,S001,P0129,Furniture,East,198,159,156,164.0,30.17,15,Snowy,1,29.54,Winter
2022-02-11,S001,P0116,Furniture,East,161,121,143,121.09,71.76,15,Rainy,0,65.01,Winter
2022-02-11,S001,P0070,Electronics,West,118,64,74,73.66,12.66,0,Snowy,0,11.68,Winter
2022-02-11,S001,P0171,Electronics,West,119,98,98,122.73,35.28,15,Cloudy,1,34.33,Winter
2022-02-11,S001,P0175,Electronics,North,119,60,69,61.77,55.37,0,Cloudy,0,59.21,Winter
2022-02-11,S001,P0046,Clothing,West,250,174,157,177.95,63.46,5,Snowy,0,59.57,Winter
2022-02-11,S001,P0067,Furniture,West,115,90,98,87.63,60.52,20,Cloudy,0,62.65,Winter
2022-02-11,S001,P0183,Electronics,North,100,96,96,91.18,68.57,10,Snowy,0,72.74,Winter
2022-02-11,S001,P0166,Groceries,East,126,80,75,107.83,80.98,10,Sunny,0,78.77,Winter
2022-02-11,S001,P0079,Furniture,West,176,147,162,142.55,88.97,10,Rainy,0,85.15,Winter
2022-02-11,S001,P0187,Clothing,West,79,73,68,101.88,89.88,5,Snowy,0,95.08,Winter
